"","STNID","NAME","CTRY","COUNTRY_NAME","ISO2C","ISO3C","STATE","LATITUDE","LONGITUDE","ELEVATION","BEGIN","END","YEARMODA","YEAR","MONTH","DAY","YDAY","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","I_FOG","I_RAIN_DRIZZLE","I_SNOW_ICE","I_HAIL","I_THUNDER","I_TORNADO_FUNNEL","EA","ES","RH"
"3654","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-03,2010,1,3,3,-3.4,24,-5,24,1021.8,24,1005.6,24,7.4,24,3.2,24,6.2,NA,1,"*",-8,"*",2.03,"E",NA,1,1,1,0,0,0,0.4,0.5,88.7
"3655","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-04,2010,1,4,4,-4.9,24,-7.3,24,1018.8,24,1002.6,24,6.6,24,2.9,24,5.7,NA,-2,"*",-8.3,"*",NA,NA,20.3,0,0,1,0,0,0,0.4,0.4,83.3
"3656","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-05,2010,1,5,5,-2.9,24,-4.8,24,1007.9,24,992,24,5,24,3.3,24,5.1,NA,-0.8,NA,-5.3,"*",NA,NA,20.3,0,0,1,0,0,0,0.4,0.5,86.7
"3657","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-06,2010,1,6,6,-4.3,24,-6.4,24,1004.9,24,989,24,6.6,24,1.2,24,4,NA,-1.4,NA,-6.4,NA,NA,NA,20.3,1,0,1,0,0,0,0.4,0.4,85.3
"3658","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-07,2010,1,7,7,-5.8,24,-7.3,24,1010.8,24,994.7,24,2.9,24,0.5,24,1.5,NA,-2.9,NA,-9.2,"*",0.51,"E",30.5,1,0,1,0,0,0,0.4,0.4,89.1
"3659","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-08,2010,1,8,8,-5.6,24,-7.2,24,1019.2,24,1003,24,3.5,24,4.5,24,9.3,NA,-3.6,NA,-10,"*",0,"B",30.5,1,0,1,0,0,0,0.4,0.4,88.5
"3660","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-09,2010,1,9,9,-2.8,24,-4.9,24,1016.2,24,1000.1,24,9.8,24,8.5,24,10,NA,-1.5,"*",-4.4,NA,NA,NA,NA,0,1,1,0,0,0,0.4,0.5,85.5
"3661","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-10,2010,1,10,10,-2.2,24,-4.3,24,1015.8,24,999.8,24,9.5,24,3.2,24,6,NA,-1.6,NA,-4,"*",NA,NA,NA,0,0,1,0,0,0,0.4,0.5,85.5
"3662","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-11,2010,1,11,11,-2.1,24,-2.9,24,1019.2,24,1003.1,24,2.9,24,1.3,24,3,NA,-1,"*",-4.1,NA,NA,NA,50.8,1,1,1,0,0,0,0.5,0.5,94.2
"3663","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-12,2010,1,12,12,-1.2,24,-2.7,24,1013.2,24,997.3,24,2.9,24,2.2,24,4.6,NA,-0.5,NA,-2,"*",0,"B",50.8,1,1,1,0,0,0,0.5,0.6,89.5
"3664","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-13,2010,1,13,13,-1.2,24,-2.7,24,1003.7,24,987.9,24,4.3,24,3.2,24,7.7,NA,2,"*",-4,NA,0.51,"E",78.7,0,1,1,0,0,0,0.5,0.6,89.5
"3665","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-14,2010,1,14,14,2.1,24,0.5,24,1007.5,24,991.9,24,9.8,24,1.9,24,4,NA,5.1,NA,-0.3,"*",0,"I",50.8,0,0,0,0,0,0,0.6,0.7,89.2
"3666","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-15,2010,1,15,15,1.1,24,-0.1,24,1021.1,24,1005.3,24,4,24,2.1,24,5.1,NA,2,"*",-0.6,NA,0,"I",20.3,0,0,0,0,0,0,0.6,0.7,91.7
"3667","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-16,2010,1,16,16,2,24,0.1,24,1014.9,24,999.2,24,8.9,24,4.1,24,6.2,NA,4,"*",0.7,NA,5.08,"E",NA,0,1,0,0,0,0,0.6,0.7,87.2
"3668","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-17,2010,1,17,17,5.1,24,3.4,24,1015.5,24,999.9,24,11.7,24,3.8,24,7,NA,7.1,NA,1.5,NA,5.08,"F",NA,1,1,0,0,0,0,0.8,0.9,88.8
"3669","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-18,2010,1,18,18,4,24,3,24,1026.4,24,1010.6,24,4.7,24,4.4,24,6,NA,5.2,NA,3,"*",NA,NA,NA,0,1,0,0,0,0,0.8,0.8,93.2
"3670","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-19,2010,1,19,19,3.4,24,2.8,24,1023.5,24,1007.8,24,1.9,24,2.3,24,5,NA,5,"*",0,"*",0,"E",NA,1,1,1,0,0,0,0.7,0.8,95.8
"3671","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-20,2010,1,20,20,1.2,24,-0.7,24,1014.7,24,998.9,24,7.9,24,2.1,24,4,NA,3.5,NA,-2.4,NA,0,"I",NA,1,0,0,0,0,0,0.6,0.7,87.2
"3672","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-21,2010,1,21,21,2.4,24,1.3,24,1020.8,24,1005,24,4.5,24,1.4,24,3.1,NA,4,"*",1.6,NA,0.51,"F",NA,0,1,1,0,0,0,0.7,0.7,92.4
"3673","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-22,2010,1,22,22,3.1,24,0.5,24,1024.1,24,1008.3,24,10.1,24,2.6,24,4.6,NA,6,"*",1,"*",0,"I",NA,1,0,0,0,0,0,0.6,0.8,83
"3674","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-23,2010,1,23,23,2.1,24,-0.3,24,1022.6,24,1006.7,24,6,24,2.2,24,4,NA,4.1,NA,0,"*",NA,NA,NA,0,1,1,0,0,0,0.6,0.7,84.1
"3675","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-24,2010,1,24,24,1.3,24,0.6,24,1023.6,24,1007.7,24,1.9,24,0.8,24,1.5,NA,2,NA,0,"*",1.27,"F",NA,1,1,1,0,0,0,0.6,0.7,95.1
"3676","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-25,2010,1,25,25,0.2,24,-0.8,24,1030.1,24,1014,24,1.6,24,2.2,24,4,NA,2,"*",-2.2,"*",NA,NA,NA,1,1,0,0,0,0,0.6,0.6,93
"3677","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-26,2010,1,26,26,-3.8,22,-6.7,22,1038.5,21,1022.1,21,3.5,22,4.8,22,6.2,NA,-1.7,"*",-7,"*",0,"I",NA,0,0,0,0,0,0,0.4,0.5,80.3
"3678","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-27,2010,1,27,27,-3.5,24,-7.4,24,1029.4,24,1013.1,24,4.5,24,4.1,24,10.3,NA,2,"*",-8.4,NA,NA,NA,NA,0,1,1,0,0,0,0.4,0.5,74.4
"3679","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-28,2010,1,28,28,1.8,24,0.6,24,1009.7,24,994,24,8.9,24,3.5,24,5.1,NA,3,"*",-0.6,NA,2.03,"F",NA,0,1,1,0,0,0,0.6,0.7,91.7
"3680","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-29,2010,1,29,29,1.2,24,0.2,24,991.1,24,975.7,24,11.1,24,4.8,24,6.7,NA,2.4,NA,-0.3,"*",8.13,"F",NA,0,1,1,0,0,0,0.6,0.7,93
"3681","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-30,2010,1,30,30,-0.8,24,-3.2,24,996.3,24,980.7,24,20.3,24,4.1,24,8,NA,0.6,NA,-2.3,"*",0.76,"E",NA,0,1,1,0,0,0,0.5,0.6,83.8
"3682","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-01-31,2010,1,31,31,0.1,24,-2.9,24,1005.7,24,990,24,21.4,24,4.8,24,6.2,NA,2.3,NA,-2.4,NA,0.51,"E",NA,0,1,1,0,0,0,0.5,0.6,80.2
"3683","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-02-01,2010,2,1,32,0.7,24,-1.6,24,1011.3,24,995.5,24,11.3,24,4.9,24,6.2,NA,2,"*",-0.4,NA,NA,NA,20.3,0,1,1,0,0,0,0.5,0.6,84.6
"3684","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-02-02,2010,2,2,33,1.9,24,0.3,24,1009.3,24,993.7,24,10.6,24,7.9,24,12,NA,6.2,"*",-1.2,NA,5.08,"E",10.2,0,1,1,0,0,0,0.6,0.7,89.1
"3685","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-02-03,2010,2,3,34,2.9,24,1.7,24,1010,22,994.4,22,7.7,24,2.7,24,6,NA,6.2,"*",1.9,NA,3.05,"F",NA,0,1,0,0,0,0,0.7,0.8,91.8
"3686","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-02-04,2010,2,4,35,6.1,24,3.7,24,1011,24,995.6,24,10.6,24,3.8,24,6.2,NA,9.6,NA,2.7,NA,0,"E",NA,0,1,0,0,0,0,0.8,0.9,84.6
"3687","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-02-05,2010,2,5,36,5.8,24,3.3,24,1005.5,24,990.1,24,21.6,24,3.7,24,6,NA,7.6,NA,2.8,NA,2.03,"E",NA,0,1,0,0,0,0,0.8,0.9,84
"3688","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-02-06,2010,2,6,37,4.6,24,3.1,24,1013.2,23,997.6,23,11.9,24,2.8,24,5,NA,7.3,NA,3,NA,NA,NA,NA,1,1,0,0,0,0,0.8,0.8,90
"3689","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-02-07,2010,2,7,38,1.7,24,0.7,24,1020.9,23,1005.1,23,1.4,24,1.9,24,4,NA,3.4,"*",0.9,NA,0.51,"E",NA,1,1,0,0,0,0,0.6,0.7,93.1
"3690","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-02-08,2010,2,8,39,0.2,24,-1.6,24,1011.1,24,995.3,24,3.1,24,4.2,24,7,NA,2,"*",-2.5,"*",0,"I",NA,1,0,0,0,0,0,0.5,0.6,87.7
"3691","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-02-09,2010,2,9,40,-3.8,24,-6.8,24,1008.6,24,992.6,24,5.5,23,5,24,7,NA,-2.4,"*",-5,"*",0,"E",NA,0,0,1,0,0,0,0.4,0.5,79.7
"3692","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-02-10,2010,2,10,41,-4.2,18,-7.1,18,1011.3,18,995.3,18,7.9,18,2.6,18,5,NA,-2.8,"*",-6,"*",1.02,"A",61,0,0,1,0,0,0,0.4,0.4,80.2
"3693","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-02-11,2010,2,11,42,-3.8,24,-6.7,24,1015.5,24,999.4,24,9.3,24,6.8,24,10,NA,-2,"*",-5.7,NA,0.51,"E",61,0,0,1,0,0,0,0.4,0.5,80.3
"3694","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-02-12,2010,2,12,43,-4.8,23,-6.9,23,1020.1,21,1003.9,21,6.6,23,3.2,23,6,NA,-2.4,NA,-7,"*",0,"B",61,0,0,1,0,0,0,0.4,0.4,85.2
"3695","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-02-13,2010,2,13,44,-3.5,23,-6.3,23,1019.9,23,1003.7,23,16.7,23,2.8,23,5,NA,-2.6,NA,-6.4,NA,NA,NA,NA,0,0,1,0,0,0,0.4,0.5,80.9
"3696","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-02-14,2010,2,14,45,-2.8,23,-4.4,23,1014.8,22,998.7,22,7.4,23,2.1,23,3.1,NA,-1,NA,-5.7,NA,0.51,"E",NA,0,1,1,0,0,0,0.4,0.5,88.7
"3697","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-02-15,2010,2,15,46,-3.3,24,-5.3,24,1008.3,23,992.3,23,2.9,24,0.9,24,5.1,NA,-1,NA,-5,"*",0,"E",30.5,0,1,1,0,0,0,0.4,0.5,86
"3698","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-02-16,2010,2,16,47,-1.2,24,-6.2,24,1001.2,23,985.5,23,17.4,24,3.4,24,6.2,NA,3.5,NA,-4,"*",0,"B",20.3,0,0,1,0,0,0,0.4,0.6,68.8
"3699","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-02-17,2010,2,17,48,-0.1,24,-2.7,24,993.6,23,978.1,23,5.6,24,1.7,24,3,NA,3,NA,-5.2,NA,0.51,"E",10.2,0,1,0,0,0,0,0.5,0.6,82.6
"3700","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-02-18,2010,2,18,49,3.8,24,1.6,24,995.2,24,979.8,24,11.3,24,4.2,24,6.7,NA,7.1,NA,1.5,NA,0.51,"E",NA,1,1,0,0,0,0,0.7,0.8,85.6
"3701","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-02-19,2010,2,19,50,3,22,-0.1,22,994.4,22,979.1,22,23.2,22,5.9,22,8.2,NA,5.7,"*",0.7,"*",NA,NA,NA,0,1,0,0,0,0,0.6,0.8,80.1
"3702","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-02-20,2010,2,20,51,1.4,24,-1.2,24,999.1,24,983.6,24,15.8,24,4.5,24,6.2,NA,4,"*",0,NA,NA,NA,NA,0,1,1,0,0,0,0.6,0.7,82.8
"3703","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-02-21,2010,2,21,52,2.6,24,0.1,24,998.6,24,983.1,24,26.4,24,4.1,24,8.2,NA,5.4,NA,0,"*",1.02,"E",NA,0,1,1,0,0,0,0.6,0.7,83.6
"3704","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-02-22,2010,2,22,53,7.2,24,3.8,24,988.4,24,973.4,24,26.7,24,7.3,24,15.9,NA,11.3,NA,3,NA,8.89,"F",NA,0,1,1,0,0,0,0.8,1,79
"3705","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-02-23,2010,2,23,54,4.2,24,3.3,24,993.1,24,977.8,24,6.4,24,3.6,24,7,9.3,9,"*",2,"*",6.1,"F",NA,1,1,0,0,0,0,0.8,0.8,93.9
"3706","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-02-24,2010,2,24,55,8.2,24,5.6,24,996.7,24,981.6,24,25.3,24,5.4,24,9,NA,10.4,NA,3.3,NA,1.52,"F",NA,0,1,0,0,0,0,0.9,1.1,83.7
"3707","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-02-25,2010,2,25,56,8.9,24,5.7,24,992.6,24,977.6,24,26.6,24,7.4,24,12,NA,10.1,NA,7.8,NA,4.83,"F",NA,0,1,0,0,0,0,0.9,1.1,80.4
"3708","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-02-26,2010,2,26,57,7.4,24,3.2,24,991.8,24,976.8,24,27.7,24,7.7,24,12.3,NA,10.1,"*",5,"*",7.62,"F",NA,0,1,0,0,0,0,0.8,1,74.7
"3709","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-02-27,2010,2,27,58,7.4,24,1,24,999.4,24,984.2,24,34.9,24,5.7,24,9,NA,12.4,NA,3.6,NA,0.76,"E",NA,0,1,0,0,0,0,0.7,1,63.9
"3710","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-02-28,2010,2,28,59,6.4,24,3.8,24,985.9,24,970.9,24,19.6,24,9.2,24,19,23.1,11.1,NA,3.7,"*",13.21,"F",NA,0,1,0,0,0,0,0.8,1,83.5
"3711","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-03-01,2010,3,1,60,3.9,24,0.1,24,1010.3,24,994.6,24,31.4,24,3.8,24,9.8,15.4,6.3,NA,2,"*",2.03,"F",NA,0,1,0,0,0,0,0.6,0.8,76.3
"3712","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-03-02,2010,3,2,61,3.5,24,-1.8,24,1022.6,24,1006.8,24,21.9,24,1.6,24,5,NA,8.1,NA,-0.2,NA,0,"I",NA,0,0,0,0,0,0,0.5,0.8,68.3
"3713","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-03-03,2010,3,3,62,2,24,-2.2,24,1022.4,23,1006.5,23,19.8,24,4.2,24,7,NA,5.6,NA,-2,"*",0,"I",NA,0,0,0,0,0,0,0.5,0.7,73.7
"3714","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-03-04,2010,3,4,63,1.6,24,-3.7,24,1021.9,24,1006,24,29.8,24,5.2,24,8.2,NA,5.3,NA,-2,"*",0,"I",NA,0,0,0,0,0,0,0.5,0.7,67.9
"3715","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-03-05,2010,3,5,64,0.6,24,-2.2,24,1026.9,24,1010.9,24,17.9,24,3.3,24,6.7,NA,4.1,NA,-3,"*",NA,NA,NA,0,1,1,0,0,0,0.5,0.6,81.5
"3716","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-03-06,2010,3,6,65,0.9,24,-3.9,24,1024.3,24,1008.3,24,31.5,24,6.1,24,8.2,NA,4,"*",-2.4,"*",5.08,"E",NA,0,1,1,0,0,0,0.5,0.7,70.3
"3717","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-03-07,2010,3,7,66,-1.3,24,-7.7,24,1032.3,24,1016.1,24,36.5,24,5.8,24,8,NA,2.1,NA,-5,"*",0,"I",NA,0,0,0,0,0,0,0.3,0.6,61.8
"3718","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-03-08,2010,3,8,67,-2,24,-7,24,1028.2,24,1012,24,20.9,24,3.4,24,6.2,NA,0.5,NA,-5,"*",0,"B",NA,0,0,1,0,0,0,0.4,0.5,68.6
"3719","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-03-09,2010,3,9,68,-0.9,24,-6.7,24,1027.3,23,1011.2,23,18.8,24,5.4,24,8,NA,3,"*",-4.3,NA,0,"I",NA,0,0,0,0,0,0,0.4,0.6,64.8
"3720","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-03-10,2010,3,10,69,0.8,24,-5.8,24,1024.7,24,1008.8,24,17.5,24,7.2,24,10,NA,6.3,NA,-3.5,NA,0,"I",NA,0,0,0,0,0,0,0.4,0.6,61.3
"3721","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-03-11,2010,3,11,70,-0.4,24,-3.4,24,1021.7,24,1005.7,24,6.1,24,3.7,24,7,NA,2,"*",-2.6,NA,0,"I",NA,0,0,0,0,0,0,0.5,0.6,80.2
"3722","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-03-12,2010,3,12,71,2.6,24,-1.3,24,1021.5,24,1005.6,24,8,24,1.9,24,3.1,NA,5.4,NA,-0.2,NA,NA,NA,NA,0,1,0,0,0,0,0.6,0.7,75.5
"3723","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-03-13,2010,3,13,72,4.1,24,0.8,24,1027.4,24,1011.6,24,24.5,24,2.9,24,5,NA,6.4,NA,2,"*",NA,NA,NA,0,1,0,0,0,0,0.6,0.8,79.1
"3724","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-03-14,2010,3,14,73,4.9,24,1.7,24,1026.1,24,1010.4,24,15.8,24,4,24,6,NA,7.8,NA,3,"*",2.03,"E",NA,0,1,0,0,0,0,0.7,0.9,79.8
"3725","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-03-15,2010,3,15,74,6.7,24,2.8,24,1025.4,24,1009.7,24,18.5,24,4.4,24,7.7,NA,10.3,NA,3,"*",NA,NA,NA,0,1,0,0,0,0,0.7,1,76.2
"3726","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-03-16,2010,3,16,75,6.9,24,1.9,24,1026.6,24,1011,24,24.8,24,2.7,24,4,NA,11,"*",4.9,NA,0,"E",NA,0,1,0,0,0,0,0.7,1,70.5
"3727","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-03-17,2010,3,17,76,8.8,24,0.2,24,1025.3,24,1009.8,24,23.8,24,4.6,24,8,NA,13.4,NA,4,"*",0,"I",NA,0,0,0,0,0,0,0.6,1.1,54.8
"3728","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-03-18,2010,3,18,77,12.1,24,-0.2,24,1020.7,24,1005.4,24,24.3,24,4.3,24,7.7,NA,18,NA,6.7,NA,0,"I",NA,0,0,0,0,0,0,0.6,1.4,42.7
"3729","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-03-19,2010,3,19,78,13.6,24,6.1,24,1015.9,24,1000.8,24,26.7,24,6,24,9.3,NA,16,"*",11.3,NA,0,"E",NA,0,1,0,0,0,0,0.9,1.6,60.5
"3730","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-03-20,2010,3,20,79,13.7,24,10.4,24,1009.3,24,994.4,24,21.6,24,7.7,24,10.3,NA,17.1,NA,12,NA,2.03,"F",NA,0,1,0,0,0,0,1.3,1.6,80.5
"3731","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-03-21,2010,3,21,80,8.6,24,7.2,24,1015.4,24,1000,24,8.7,24,4.5,24,8.2,NA,14,"*",6.8,"*",4.57,"F",NA,0,1,0,0,0,0,1,1.1,90.9
"3732","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-03-22,2010,3,22,81,8.9,24,4.2,24,1021.8,24,1006.4,24,15.9,24,3.2,24,5,NA,13.1,NA,4.9,NA,0,"I",NA,0,0,0,0,0,0,0.8,1.1,72.4
"3733","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-03-23,2010,3,23,82,10.3,24,5.9,24,1019,24,1003.7,24,9.8,24,2.2,24,4.1,NA,14.4,NA,7,"*",0,"I",NA,0,0,0,0,0,0,0.9,1.3,74.2
"3734","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-03-24,2010,3,24,83,13.4,24,5,24,1010.2,24,995.1,24,18.2,24,3.4,24,5.1,NA,19,NA,8.4,NA,0,"I",NA,0,0,0,0,0,0,0.9,1.5,56.8
"3735","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2010-03-25,2010,3,25,84,14.2,24,6.9,24,1005.1,24,990.2,24,27.7,24,4.9,24,8.2,NA,19.4,NA,11,NA,NA,NA,NA,0,1,0,0,0,0,1,1.6,61.5
